Stn Code,Sampling Date,State,City/Town/Village/Area,Location of Monitoring Station,Agency,Type of Location,SO2,NO2,RSPM/PM10,PM 2.5,AQI
68,02-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,24,143,102.0,238.55172413793105
68,06-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,23,133,96.0,218.0689655172414
68,09-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,8,25,125,116.0,286.34482758620686
68,13-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,137,107.0,255.6206896551724
68,16-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,9,26,186,118.0,293.17241379310343
68,20-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,23,178,153.0,325.5581395348837
68,23-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,171,146.0,320.1860465116279
68,27-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,161,137.0,313.27906976744185
68,30-01-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,24,158,127.0,305.6046511627907
68,03-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,8,24,207,152.0,324.7906976744186
68,06-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,24,208,125.0,304.06976744186045
68,10-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,9,25,192,96.0,218.0689655172414
68,13-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,186,110.0,265.8620689655172
68,16-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,180,118.0,293.17241379310343
68,18-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,24,186,99.0,228.31034482758622
68,25-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,26,171,119.0,296.58620689655174
68,28-02-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,13,25,169,108.0,259.0344827586207
68,01-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,68,47.0,78.0344827586207
68,04-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,24,79,52.0,86.48275862068965
68,08-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,24,76,57.0,94.93103448275862
68,11-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,22,76,49.0,81.41379310344828
68,15-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,8,22,36,17.0,36.0
68,18-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,83,61.0,101.0
68,22-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,24,76,43.0,76.0
68,25-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,94,69.0,128.31034482758622
68,30-09-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,8,25,89,63.0,107.82758620689656
68,01-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,70,57.0,94.93103448275862
68,06-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,9,24,90,78.0,159.0344827586207
68,09-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,112,92.0,204.41379310344828
68,13-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,95,73.0,141.9655172413793
68,16-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,27,103,87.0,189.75862068965517
68,20-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,25,95,69.0,128.31034482758622
68,23-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,90,65.0,114.65517241379311
68,27-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,22,99,74.0,145.3793103448276
68,30-10-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,106,86.0,186.3448275862069
68,03-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,101,68.0,124.89655172413794
68,06-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,99,56.0,99.0
68,10-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,151,81.0,169.27586206896552
68,13-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,153,79.0,162.44827586206895
68,17-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,97,49.0,97.0
68,20-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,136,72.0,138.55172413793105
68,24-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,25,132,70.0,131.72413793103448
68,27-11-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,26,145,76.0,152.20689655172413
68,01-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,25,106,61.0,104.32214765100672
68,04-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,25,151,87.0,189.75862068965517
68,08-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,27,137,79.0,162.44827586206895
68,11-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,9,25,167,83.0,176.10344827586206
68,15-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,10,24,198,98.0,224.89655172413794
68,18-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,23,177,92.0,204.41379310344828
68,22-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,26,202,104.0,245.3793103448276
68,25-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,12,25,171,95.0,214.6551724137931
68,29-12-15,Odisha,Talcher,"T.T.P.S.Colony, Talcher",Odisha State Pollution Control Board,Industrial Area,11,27,171,88.0,193.17241379310343
70,01-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,7,20,52,36.0,59.44827586206897
70,05-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,23,124,57.0,116.28187919463087
70,08-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,14,27,150,104.0,245.3793103448276
70,12-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,15,30,187,121.0,301.0
70,15-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,18,23,176,137.0,313.27906976744185
70,19-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,30,132,98.0,224.89655172413794
70,22-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,26,155,86.0,186.3448275862069
70,27-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,162,116.0,286.34482758620686
70,29-01-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,22,104,90.0,200.0
70,02-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,25,132,86.0,186.3448275862069
70,05-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,28,148,113.0,276.1034482758621
70,09-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,22,103,74.0,145.3793103448276
70,12-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,106,85.0,182.9310344827586
70,16-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,27,89,64.0,111.24137931034483
70,19-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,107,72.0,138.55172413793105
70,23-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,101,77.0,155.6206896551724
70,26-02-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,27,87,70.0,131.72413793103448
70,02-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,124,65.0,116.28187919463087
70,05-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,22,92,68.0,124.89655172413794
70,09-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,26,93,62.0,104.41379310344827
70,12-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,28,126,78.0,159.0344827586207
70,16-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,14,30,101,68.0,124.89655172413794
70,19-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,150,87.0,189.75862068965517
70,23-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,24,127,96.0,218.0689655172414
70,26-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,27,127,81.0,169.27586206896552
70,30-03-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,23,135,63.0,123.59060402684564
70,02-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,14,28,155,80.0,165.86206896551724
70,06-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,76,54.0,89.86206896551724
70,09-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,28,71,45.0,74.65517241379311
70,13-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,23,97,56.0,97.0
70,16-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,24,91,53.0,91.0
70,20-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,89,46.0,89.0
70,23-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,21,91,43.0,91.0
70,27-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,28,77,40.0,77.0
70,30-04-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,26,91,48.0,91.0
70,04-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,23,95,49.0,95.0
70,07-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,25,81,36.0,81.0
70,11-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,14,28,102,54.0,101.66442953020135
70,14-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,98,51.0,98.0
70,18-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,97,42.0,97.0
70,21-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,14,28,91,51.0,91.0
70,25-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,27,107,67.0,121.48275862068965
70,28-05-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,23,98,55.0,98.0
70,01-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,27,104,63.0,107.82758620689656
70,04-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,26,95,44.0,95.0
70,08-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,101,62.0,104.41379310344827
70,11-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,25,99,58.0,99.0
70,15-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,21,61,36.0,61.0
70,18-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,19,55,31.0,55.0
70,22-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,22,60,34.0,60.0
70,25-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,90,46.0,90.0
70,29-06-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,27,97,56.0,97.0
70,02-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,102,51.0,101.66442953020135
70,06-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,110,66.0,118.06896551724138
70,09-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,20,55,33.0,55.0
70,13-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,90,60.0,100.0
70,16-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,21,87,57.0,94.93103448275862
70,20-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,106,65.0,114.65517241379311
70,23-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,20,59,28.0,59.0
70,27-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,104,74.0,145.3793103448276
70,30-07-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,25,84,49.0,84.0
70,03-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,22,73,34.0,73.0
70,06-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,23,72,39.0,72.0
70,10-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,23,69,45.0,74.65517241379311
70,13-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,24,62,38.0,62.827586206896555
70,17-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,27,72,48.0,79.72413793103448
70,20-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,28,115,82.0,172.68965517241378
70,24-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,26,111,77.0,155.6206896551724
70,27-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,20,53,28.0,53.0
70,31-08-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,25,82,51.0,84.79310344827587
70,03-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,118,78.0,159.0344827586207
70,07-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,24,97,57.0,97.0
70,10-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,26,119,74.0,145.3793103448276
70,14-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,22,64,37.0,64.0
70,17-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,22,80,46.0,80.0
70,21-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,25,92,55.0,92.0
70,24-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,24,95,52.0,95.0
70,28-09-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,23,102,58.0,101.66442953020135
70,01-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,23,90,51.0,90.0
70,05-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,24,112,69.0,128.31034482758622
70,08-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,22,83,50.0,83.10344827586206
70,12-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,25,99,62.0,104.41379310344827
70,15-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,85,41.0,85.0
70,19-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,22,95,54.0,95.0
70,22-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,22,102,51.0,101.66442953020135
70,26-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,27,131,66.0,120.93288590604027
70,29-10-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,90,48.0,90.0
70,02-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,22,76,34.0,76.0
70,05-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,93,58.0,96.62068965517241
70,09-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,23,104,61.0,102.99328859060402
70,12-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,25,112,55.0,108.30872483221476
70,16-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,24,110,64.0,111.24137931034483
70,19-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,26,123,71.0,135.13793103448276
70,23-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,27,115,56.0,110.30201342281879
70,26-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,28,98,42.0,98.0
70,30-11-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,12,25,119,47.0,112.95973154362416
70,03-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,24,100,51.0,100.0
70,07-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,8,23,84,42.0,84.0
70,10-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,11,27,112,79.0,162.44827586206895
70,14-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,27,110,62.0,106.97986577181209
70,17-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,23,102,54.0,101.66442953020135
70,21-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,9,26,113,59.0,108.97315436241611
70,24-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,27,86,41.0,86.0
70,28-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,10,24,108,56.0,105.6510067114094
70,31-12-15,Odisha,Angul,"Industrial Estate, Angul",Odisha State Pollution Control Board,Industrial Area,13,29,133,63.0,122.26174496644296
227,01-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,10,71,75.0,148.79310344827587
227,05-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,9,75,67.0,121.48275862068965
227,08-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,10,72,74.0,145.3793103448276
227,12-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,11,70,80.0,165.86206896551724
227,15-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,10,81,68.0,124.89655172413794
227,19-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,70,53.0,88.17241379310346
227,22-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,73,59.0,98.3103448275862
227,27-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,74,78.0,159.0344827586207
227,29-01-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,75,75.0,148.79310344827587
227,02-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,66,71.0,135.13793103448276
227,05-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,63,69.0,128.31034482758622
227,09-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,20,72,65.0,114.65517241379311
227,12-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,75,78.0,159.0344827586207
227,16-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,10,77,82.0,172.68965517241378
227,19-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,11,79,68.0,124.89655172413794
227,23-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,10,75,70.0,131.72413793103448
227,26-02-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,80,75.0,148.79310344827587
227,02-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,11,64,55.0,91.55172413793103
227,06-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,10,65,63.0,107.82758620689656
227,09-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,10,66,68.0,124.89655172413794
227,12-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,72,70.0,131.72413793103448
227,16-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,66,65.0,114.65517241379311
227,19-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,63,69.0,128.31034482758622
227,23-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,74,72.0,138.55172413793105
227,26-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,77,78.0,159.0344827586207
227,30-03-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,80,80.0,165.86206896551724
227,02-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,10,68,65.0,114.65517241379311
227,06-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,10,78,69.0,128.31034482758622
227,09-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",5,10,82,63.0,107.82758620689656
227,13-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",16,10,68,71.0,135.13793103448276
227,16-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,71,68.0,124.89655172413794
227,20-04-15,Odisha,Rourkela,"IDL Police Out-post, Sonaparbat, Rourkela",Odisha State Pollution Control Board,"Residential, Rural and other Areas",6,11,72,75.0,148.79310344827587
